AE_Gujarat_2012
Assembly_No,Year,month,DelimID,Poll_No,District_Name,Sub_Region,Constituency_Name,Constituency_No,Constituency_Type,Candidate,Sex,Age,Party,Position,Candidate_Type,Votes,Electors,Valid_Votes,Vote_Share_Percentage,Margin,Margin_Percentage,Turnout_Percentage,N_Cand,ENOP,last_poll,Contested,Last_Party,Last_Party_ID,Last_Constituency_Name,Same_Constituency,Same_Party,No_Terms,Turncoat,Incumbent,Recontest,Deposit_Lost,pid,Party_Type_TCPD,Party_ID,MyNeta_education,TCPD_Prof_Main,TCPD_Prof_Main_Desc,TCPD_Prof_Second,TCPD_Prof_Second_Desc,Election_Type
12,2012,12,4,0,Rajkot,Saurashtra-Kutch,JETPUR,74,GEN,SHEKH SALIMBHAI NURUDDIN,M,42,IND,5,GEN,2062,231237,169938,1.21,101,0.06,73.49,19,2.38,FALSE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13430,Independents,10809,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Rajkot,Saurashtra-Kutch,JETPUR,74,GEN,SONDARVA MANGABHAI DANABHAI,M,46,IND,6,GEN,1961,231237,169938,1.15,178,0.1,73.49,19,2.38,FALSE,2,IND,10809,JETPUR,TRUE,TRUE,0,FALSE,FALSE,TRUE,yes,AEGJ11635,Independents,10809,Literate,Labourer or Daily Wage,,,,State Assembly Election (AE)
12,2012,12,4,0,Rajkot,Saurashtra-Kutch,JETPUR,74,GEN,SATASIYA MUKESHBHAI DAMJIBHAI,M,40,IND,7,GEN,1783,231237,169938,1.05,535,0.31,73.49,19,2.38,FALSE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13432,Independents,10809,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Rajkot,Saurashtra-Kutch,JETPUR,74,GEN,SOLANKI RAHIMBHAI AMADBHAI,M,45,IND,8,GEN,1248,231237,169938,0.73,46,0.03,73.49,19,2.38,FALSE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13436,Independents,10809,Illiterate,Business,Real Estate or Builder or Developer or Construction,,,State Assembly Election (AE)
12,2012,12,4,0,Rajkot,Saurashtra-Kutch,JETPUR,74,GEN,MAKRANI RAFIKBHAI OSMANBHAI,M,32,IND,9,GEN,1202,231237,169938,0.71,674,0.4,73.49,19,2.38,FALSE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13433,Independents,10809,8th Pass,Labourer or Daily Wage,,,,State Assembly Election (AE)
12,2012,12,4,0,Rajkot,Saurashtra-Kutch,JETPUR,74,GEN,KANTARIA KHIMJIBHAI BATUKBHAI,M,32,IND,10,GEN,528,231237,169938,0.31,7,0,73.49,19,2.38,FALSE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13443,Independents,10809,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Rajkot,Saurashtra-Kutch,JETPUR,74,GEN,NATHABHAI KANABHAI CHAVDA,M,55,IND,11,GEN,521,231237,169938,0.31,156,0.09,73.49,19,2.38,FALSE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13444,Independents,10809,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Rajkot,Saurashtra-Kutch,JETPUR,74,GEN,DEVARSHIBHAI CHANABHAI MAKWANA,M,59,IND,12,GEN,365,231237,169938,0.21,19,0.01,73.49,19,2.38,FALSE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13445,Independents,10809,12th Pass,Agriculture,,,,State Assembly Election (AE)
12,2012,12,4,0,Rajkot,Saurashtra-Kutch,JETPUR,74,GEN,BHUT ASHOKBHAI BHIMJIBHAI,M,59,SP,13,GEN,346,231237,169938,0.2,66,0.04,73.49,19,2.38,FALSE,2,BJSH,1452,JETPUR,TRUE,FALSE,0,TRUE,FALSE,TRUE,yes,AEGJ11637,State-based Party (Other State),7425,8th Pass,Agriculture,,,,State Assembly Election (AE)
12,2012,12,4,0,Rajkot,Saurashtra-Kutch,JETPUR,74,GEN,CHOTALIYA SHABIR YUNUSBHAI,M,25,IND,14,GEN,280,231237,169938,0.16,5,0,73.49,19,2.38,FALSE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13435,Independents,10809,8th Pass,Labourer or Daily Wage,,,,State Assembly Election (AE)
12,2012,12,4,0,Rajkot,Saurashtra-Kutch,JETPUR,74,GEN,RATHOD SHAMJIBHAI MADHABHAI,M,41,DBSP,15,GEN,275,231237,169938,0.16,30,0.02,73.49,19,2.38,FALSE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13447,Local Party,2911,8th Pass,Other,,,,State Assembly Election (AE)
12,2012,12,4,0,Rajkot,Saurashtra-Kutch,JETPUR,74,GEN,GAJERA ROHITBHAI  GOVINDBHAI,M,28,IND,16,GEN,245,231237,169938,0.14,13,0.01,73.49,19,2.38,FALSE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13431,Independents,10809,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Rajkot,Saurashtra-Kutch,JETPUR,74,GEN,CHANDRAKANT MAGANBHAI RAMOLIYA,M,35,IND,17,GEN,232,231237,169938,0.14,17,0.01,73.49,19,2.38,FALSE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13440,Independents,10809,10th Pass,Other,,,,State Assembly Election (AE)
12,2012,12,4,0,Rajkot,Saurashtra-Kutch,JETPUR,74,GEN,DEGADA JATINKUMAR KANTILAL,M,38,IND,18,GEN,215,231237,169938,0.13,40,0.02,73.49,19,2.38,FALSE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13437,Independents,10809,5th Pass,Other,,,,State Assembly Election (AE)
12,2012,12,4,0,Rajkot,Saurashtra-Kutch,JETPUR,74,GEN,DUDHATRA MUKUNDBHAI GOVINDBHAI,M,45,IND,19,GEN,175,231237,169938,0.1,0,0,73.49,19,2.38,FALSE,2,IND,10809,RAJKOT-I | RAJKOT-II,FALSE,TRUE,0,FALSE,FALSE,FALSE,yes,AEGJ13438,Independents,10809,10th Pass,Business,Real Estate or Builder or Developer or Construction,Agriculture,,State Assembly Election (AE)
12,2012,12,4,0,Rajkot,Saurashtra-Kutch,DHORAJI,75,GEN,RADADIYA VITHALBHAI HANSRAJBHAI,M,54,INC,1,GEN,76189,231498,163974,46.46,2943,1.79,70.83,17,2.38,FALSE,6,INC,3482,DHORAJI,TRUE,TRUE,6,FALSE,FALSE,FALSE,no,AEGJ5155,National Party,3482,Graduate,Agriculture,,Social Work,,State Assembly Election (AE)
12,2012,12,4,0,Rajkot,Saurashtra-Kutch,DHORAJI,75,GEN,HARILAL MADHAVJIBHAI PATEL,M,59,BJP,2,GEN,73246,231498,163974,44.67,70752,43.15,70.83,17,2.38,FALSE,1,,,,,,0,FALSE,FALSE,FALSE,no,AEGJ13458,National Party,1605,8th Pass,Agriculture,,,,State Assembly Election (AE)
12,2012,12,4,0,Rajkot,Saurashtra-Kutch,DHORAJI,75,GEN,NANDANIYA HARESHBHAI KANJIBHAI,M,42,BSP,3,GEN,2494,231498,163974,1.52,437,0.27,70.83,17,2.38,FALSE,2,SP,7425,DHORAJI,TRUE,FALSE,0,TRUE,FALSE,FALSE,yes,AEGJ11646,State-based Party (Other State),16651,Graduate,Other,,,,State Assembly Election (AE)
12,2012,12,4,0,Rajkot,Saurashtra-Kutch,DHORAJI,75,GEN,SONDARVA ASHOK NANJI,M,46,IND,4,GEN,2057,231498,163974,1.25,74,0.05,70.83,17,2.38,FALSE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13460,Independents,10809,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Rajkot,Saurashtra-Kutch,DHORAJI,75,GEN,SANJAY JINABHAI DABHI,M,27,IND,5,GEN,1983,231498,163974,1.21,304,0.19,70.83,17,2.38,FALSE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13461,Independents,10809,8th Pass,Labourer or Daily Wage,,,,State Assembly Election (AE)
12,2012,12,4,0,Rajkot,Saurashtra-Kutch,DHORAJI,75,GEN,SAMA AMINBHAI ISHAKBHAI,M,32,IND,6,GEN,1679,231498,163974,1.02,44,0.03,70.83,17,2.38,FALSE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13453,Independents,10809,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Rajkot,Saurashtra-Kutch,DHORAJI,75,GEN,SOJITRA RAMNIKBHAI VALLABHABHAI,M,49,IND,7,GEN,1635,231498,163974,1,206,0.13,70.83,17,2.38,FALSE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13463,Independents,10809,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Rajkot,Saurashtra-Kutch,DHORAJI,75,GEN,ADHADUK JAGADISHBHAI RATANSIBHAI,M,51,GPP,8,GEN,1429,231498,163974,0.87,865,0.53,70.83,17,2.38,FALSE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13464,Local Party,3167,10th Pass,Agriculture,,,,State Assembly Election (AE)
12,2012,12,4,0,Rajkot,Saurashtra-Kutch,DHORAJI,75,GEN,DER JETHABHAI FOGALBHAI,M,57,IND,9,GEN,564,231498,163974,0.34,113,0.07,70.83,17,2.38,FALSE,5,SP,7425,UPLETA,FALSE,FALSE,0,FALSE,FALSE,TRUE,yes,AEGJ13465,Independents,10809,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Rajkot,Saurashtra-Kutch,DHORAJI,75,GEN,RAJESH RAVJIBHAI SONDARVA,M,31,DBSP,10,GEN,451,231498,163974,0.28,25,0.02,70.83,17,2.38,FALSE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13450,Local Party,2911,8th Pass,Labourer or Daily Wage,,,,State Assembly Election (AE)
12,2012,12,4,0,Rajkot,Saurashtra-Kutch,DHORAJI,75,GEN,BUKHARI SHAHNAVAZ ABUMIYA,M,43,IND,11,GEN,426,231498,163974,0.26,7,0,70.83,17,2.38,FALSE,2,BSP,16651,UPLETA,FALSE,FALSE,0,FALSE,FALSE,TRUE,yes,AEGJ13451,Independents,10809,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Rajkot,Saurashtra-Kutch,DHORAJI,75,GEN,VAKIL VINZUDA RANJITBHAI NARANBHAI,M,53,IND,12,GEN,419,231498,163974,0.26,45,0.03,70.83,17,2.38,FALSE,3,IND,10809,UPLETA,FALSE,TRUE,0,FALSE,FALSE,FALSE,yes,AEGJ13452,Independents,10809,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Rajkot,Saurashtra-Kutch,DHORAJI,75,GEN,DHARAR JUBER ASHRAFBHAI,M,36,LJP,13,GEN,374,231498,163974,0.23,84,0.05,70.83,17,2.38,FALSE,2,LJP,5029,UPLETA,FALSE,TRUE,0,FALSE,FALSE,TRUE,yes,AEGJ13462,State-based Party (Other State),5029,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Rajkot,Saurashtra-Kutch,DHORAJI,75,GEN,KANSAGARA GIRISHKUMAR KANJIBHAI,M,45,IND,14,GEN,290,231498,163974,0.18,15,0.01,70.83,17,2.38,FALSE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13454,Independents,10809,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Rajkot,Saurashtra-Kutch,DHORAJI,75,GEN,KALADIYA RAJESHBHAI SOMABHAI,M,35,IND,15,GEN,275,231498,163974,0.17,28,0.02,70.83,17,2.38,FALSE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13455,Independents,10809,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Rajkot,Saurashtra-Kutch,DHORAJI,75,GEN,MARVANIYA KIRTIKUMAR BAVANJIBHAI,M,51,IND,16,GEN,247,231498,163974,0.15,31,0.02,70.83,17,2.38,FALSE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13456,Independents,10809,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Rajkot,Saurashtra-Kutch,DHORAJI,75,GEN,BAKALI IMTIYAZ HANIFBHAI,M,33,IND,17,GEN,216,231498,163974,0.13,0,0,70.83,17,2.38,FALSE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13457,Independents,10809,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Jamnagar,Saurashtra-Kutch,KALAWAD,76,SC,CHAVDA MEGHJIBHAI AMARABHAI,M,50,BJP,1,SC,49027,194894,134420,36.47,6119,4.55,68.97,7,3.45,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,no,AEGJ13467,National Party,1605,Graduate,Agriculture,,,,State Assembly Election (AE)
12,2012,12,4,0,Jamnagar,Saurashtra-Kutch,KALAWAD,76,SC,PARMAR DINESHBHAI RUDABHAI  (DR. DINESH  PARMAR),M,69,INC,2,SC,42908,194894,134420,31.92,9490,7.06,68.97,7,3.45,TRUE,6,INC,3482,JAMNAGAR RURAL,FALSE,TRUE,3,FALSE,FALSE,TRUE,no,AEGJ7172,National Party,3482,Graduate Professional,Liberal Profession or Professional,Doctor,Social Work,,State Assembly Election (AE)
12,2012,12,4,0,Jamnagar,Saurashtra-Kutch,KALAWAD,76,SC,GIRDHARBHAI ALABHAI VAGHELA,M,46,GPP,3,SC,33418,194894,134420,24.86,30322,22.56,68.97,7,3.45,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,no,AEGJ13469,Local Party,3167,Graduate Professional,Liberal Profession or Professional,Lawyer,Agriculture,,State Assembly Election (AE)
12,2012,12,4,0,Jamnagar,Saurashtra-Kutch,KALAWAD,76,SC,PADHIYAR LALAJIBHAI KARABHAI,M,70,IND,4,SC,3096,194894,134420,2.3,519,0.39,68.97,7,3.45,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ4399,Independents,10809,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Jamnagar,Saurashtra-Kutch,KALAWAD,76,SC,BOKHANI ARVINDBHAI GORJIBHAI,M,38,BSP,5,SC,2577,194894,134420,1.92,733,0.55,68.97,7,3.45,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13470,State-based Party (Other State),16651,10th Pass,Business,,,,State Assembly Election (AE)
12,2012,12,4,0,Jamnagar,Saurashtra-Kutch,KALAWAD,76,SC,CHAVDA MEGHJIBHAI UGABHAI,M,45,IND,6,SC,1844,194894,134420,1.37,294,0.22,68.97,7,3.45,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13471,Independents,10809,,Social Work,,,,State Assembly Election (AE)
12,2012,12,4,0,Jamnagar,Saurashtra-Kutch,KALAWAD,76,SC,CHAVDA MEGHJIBHAI PITHABHAI,M,51,IND,7,SC,1550,194894,134420,1.15,0,0,68.97,7,3.45,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13472,Independents,10809,5th Pass,Social Work,,,,State Assembly Election (AE)
12,2012,12,4,0,Jamnagar,Saurashtra-Kutch,JAMNAGAR RURAL,77,GEN,RAGHAVJIBHAI HANSRAJBHAI PATEL,M,53,INC,1,GEN,60499,186173,135167,44.76,3304,2.44,72.6,16,2.63,TRUE,7,INC,3482,JODIYA,FALSE,TRUE,4,FALSE,TRUE,TRUE,no,AEGJ13474,National Party,3482,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Jamnagar,Saurashtra-Kutch,JAMNAGAR RURAL,77,GEN,FALDU RANCHHODBHAI CHANABHAI (R.C. FALDU),M,54,BJP,2,GEN,57195,186173,135167,42.31,52320,38.71,72.6,16,2.63,TRUE,4,BJP,1605,KALAWAD,FALSE,TRUE,3,FALSE,TRUE,TRUE,no,AEGJ13482,National Party,1605,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Jamnagar,Saurashtra-Kutch,JAMNAGAR RURAL,77,GEN,DODEPOTRA JUSAB HAJIBHAI,M,55,BSP,3,GEN,4875,186173,135167,3.61,2560,1.89,72.6,16,2.63,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13483,State-based Party (Other State),16651,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Jamnagar,Saurashtra-Kutch,JAMNAGAR RURAL,77,GEN,SATHAWARA  HARISH DAMJI DHARAVIYA,M,38,IND,4,GEN,2315,186173,135167,1.71,313,0.23,72.6,16,2.63,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13484,Independents,10809,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Jamnagar,Saurashtra-Kutch,JAMNAGAR RURAL,77,GEN,LOKHIL MANUBHAI RANABHAI,M,41,IND,5,GEN,2002,186173,135167,1.48,484,0.36,72.6,16,2.63,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13485,Independents,10809,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Jamnagar,Saurashtra-Kutch,JAMNAGAR RURAL,77,GEN,RATHOD JADAVJI JIVABHAI,M,44,CPM,6,GEN,1518,186173,135167,1.12,59,0.04,72.6,16,2.63,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13486,National Party,14635,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Jamnagar,Saurashtra-Kutch,JAMNAGAR RURAL,77,GEN,SANGHAR ISHAK OSMANBHAI,M,74,IND,7,GEN,1459,186173,135167,1.08,149,0.11,72.6,16,2.63,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13487,Independents,10809,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Jamnagar,Saurashtra-Kutch,JAMNAGAR RURAL,77,GEN,KUNDARIA PRANJIVAN MOHANBHAI,M,55,GPP,8,GEN,1310,186173,135167,0.97,409,0.3,72.6,16,2.63,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13475,Local Party,3167,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Jamnagar,Saurashtra-Kutch,JAMNAGAR RURAL,77,GEN,SAIYAD ABDUL KADAR HUSAIN,M,30,SP,9,GEN,901,186173,135167,0.67,186,0.14,72.6,16,2.63,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13488,State-based Party (Other State),7425,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Jamnagar,Saurashtra-Kutch,JAMNAGAR RURAL,77,GEN,PARMAR BHURALAL MEGHJIBHAI,M,58,IND,10,GEN,715,186173,135167,0.53,144,0.11,72.6,16,2.63,TRUE,3,IND,10809,JODIYA,FALSE,TRUE,0,FALSE,FALSE,TRUE,yes,AEGJ13473,Independents,10809,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Jamnagar,Saurashtra-Kutch,JAMNAGAR RURAL,77,GEN,DALIT DIPAK JASHUBHAI,M,27,IND,11,GEN,571,186173,135167,0.42,40,0.03,72.6,16,2.63,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13476,Independents,10809,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Jamnagar,Saurashtra-Kutch,JAMNAGAR RURAL,77,GEN,NUTYAR BAVLABHAI HARUNBHAI,M,41,RKEP,12,GEN,531,186173,135167,0.39,164,0.12,72.6,16,2.63,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13477,Local Party,6616,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Jamnagar,Saurashtra-Kutch,JAMNAGAR RURAL,77,GEN,KAKAL HASAM JAKU,M,52,IND,13,GEN,367,186173,135167,0.27,2,0,72.6,16,2.63,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13478,Independents,10809,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Jamnagar,Saurashtra-Kutch,JAMNAGAR RURAL,77,GEN,CHAUHAN VANITABEN ASHOKBHAI,F,36,IND,14,GEN,365,186173,135167,0.27,69,0.05,72.6,16,2.63,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13479,Independents,10809,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Jamnagar,Saurashtra-Kutch,JAMNAGAR RURAL,77,GEN,KANANI SHITALKUMAR VELJIBHAI,M,33,IND,15,GEN,296,186173,135167,0.22,48,0.04,72.6,16,2.63,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13480,Independents,10809,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Jamnagar,Saurashtra-Kutch,JAMNAGAR RURAL,77,GEN,MANEK HUSAIN KASAM,M,32,RPI(A),16,GEN,248,186173,135167,0.18,0,0,72.6,16,2.63,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13481,Local Party,12285,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Jamnagar,Saurashtra-Kutch,JAMNAGAR NORTH,78,GEN,JADEJA DHARMENDRASINH MERUBHA (HAKUBHA JADEJA),M,40,INC,1,GEN,61642,182733,121977,50.54,9448,7.75,66.75,13,2.27,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,no,AEGJ13492,National Party,3482,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Jamnagar,Saurashtra-Kutch,JAMNAGAR NORTH,78,GEN,BERA MULUBHAI HARDASBHAI,M,47,BJP,2,GEN,52194,182733,121977,42.79,49897,40.91,66.75,13,2.27,TRUE,6,BJP,1605,BHANVAD,FALSE,TRUE,4,FALSE,TRUE,TRUE,no,AEGJ7214,National Party,1605,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Jamnagar,Saurashtra-Kutch,JAMNAGAR NORTH,78,GEN,SODHA SALIMBHAI NURMAMADBHAI,M,54,IND,3,GEN,2297,182733,121977,1.88,448,0.37,66.75,13,2.27,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13498,Independents,10809,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Jamnagar,Saurashtra-Kutch,JAMNAGAR NORTH,78,GEN,BHAGVAT NARESHKUMAR HIRJIBHAI (MATANG),M,40,BSP,4,GEN,1849,182733,121977,1.52,695,0.57,66.75,13,2.27,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13499,State-based Party (Other State),16651,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Jamnagar,Saurashtra-Kutch,JAMNAGAR NORTH,78,GEN,SODHA JUSAB ISHAK,M,42,IND,5,GEN,1154,182733,121977,0.95,36,0.03,66.75,13,2.27,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13500,Independents,10809,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Jamnagar,Saurashtra-Kutch,JAMNAGAR NORTH,78,GEN,NAKUM PRAVINBHAI DHANJIBHAI (SATVARA),M,40,GPP,6,GEN,1118,182733,121977,0.92,631,0.52,66.75,13,2.27,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13489,Local Party,3167,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Jamnagar,Saurashtra-Kutch,JAMNAGAR NORTH,78,GEN,RAVJIBHAI HAKUBHAI MERIYA,M,55,IND,7,GEN,487,182733,121977,0.4,248,0.2,66.75,13,2.27,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13490,Independents,10809,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Jamnagar,Saurashtra-Kutch,JAMNAGAR NORTH,78,GEN,PANDYA CHIRAG HARIOMBHAI,M,40,IND,8,GEN,239,182733,121977,0.2,10,0.01,66.75,13,2.27,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13491,Independents,10809,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Jamnagar,Saurashtra-Kutch,JAMNAGAR NORTH,78,GEN,DHARVIYA DAYALBHAI AMBABHAI (DAYALBHAI SATVAR),M,36,IND,9,GEN,229,182733,121977,0.19,6,0,66.75,13,2.27,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13501,Independents,10809,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Jamnagar,Saurashtra-Kutch,JAMNAGAR NORTH,78,GEN,DARJADA KASAMBHAI NURMAMADBHAI,M,52,RKEP,10,GEN,223,182733,121977,0.18,26,0.02,66.75,13,2.27,TRUE,2,RKEP,6616,JAMNAGAR,FALSE,TRUE,0,FALSE,FALSE,FALSE,yes,AEGJ10630,Local Party,6616,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Jamnagar,Saurashtra-Kutch,JAMNAGAR NORTH,78,GEN,BELIM ASIFBHAI KARIMBHAI,M,32,LoRP,11,GEN,197,182733,121977,0.16,10,0.01,66.75,13,2.27,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13494,Local Party,5179,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Jamnagar,Saurashtra-Kutch,JAMNAGAR NORTH,78,GEN,PARMAR RAMABEN MAVJIBHAI,F,44,IND,12,GEN,187,182733,121977,0.15,26,0.02,66.75,13,2.27,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13495,Independents,10809,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Jamnagar,Saurashtra-Kutch,JAMNAGAR NORTH,78,GEN,GOHIL VIJAY JETHABHAI,M,35,IND,13,GEN,161,182733,121977,0.13,0,0,66.75,13,2.27,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13496,Independents,10809,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Jamnagar,Saurashtra-Kutch,JAMNAGAR SOUTH,79,GEN,TRIVEDI VASUBEN NARENDRABHAI,F,63,BJP,1,GEN,55894,184141,121079,46.16,2862,2.36,65.75,14,2.5,TRUE,3,BJP,1605,JAMNAGAR,FALSE,TRUE,3,FALSE,TRUE,TRUE,no,AEGJ10628,National Party,1605,Post Graduate,Other,,,,State Assembly Election (AE)
12,2012,12,4,0,Jamnagar,Saurashtra-Kutch,JAMNAGAR SOUTH,79,GEN,LAL JITENDRA HARIDAS (JITU LAL),M,44,INC,2,GEN,53032,184141,121079,43.8,47285,39.05,65.75,14,2.5,TRUE,2,INC,3482,JAMNAGAR,FALSE,TRUE,0,FALSE,FALSE,TRUE,no,AEGJ11661,National Party,3482,Graduate Professional,Agriculture,,,,State Assembly Election (AE)
12,2012,12,4,0,Jamnagar,Saurashtra-Kutch,JAMNAGAR SOUTH,79,GEN,SABHAYA TULSHIBHAI MAVJIBHAI,M,56,GPP,3,GEN,5747,184141,121079,4.75,3496,2.89,65.75,14,2.5,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13512,Local Party,3167,10th Pass,Other,,,,State Assembly Election (AE)
12,2012,12,4,0,Jamnagar,Saurashtra-Kutch,JAMNAGAR SOUTH,79,GEN,KHAFI ASHRAF JUMMABHAI,M,33,SP,4,GEN,2251,184141,121079,1.86,421,0.35,65.75,14,2.5,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13513,State-based Party (Other State),7425,8th Pass,Business,,,,State Assembly Election (AE)
12,2012,12,4,0,Jamnagar,Saurashtra-Kutch,JAMNAGAR SOUTH,79,GEN,HEMANT AATMARAM BHADRA,M,32,IND,5,GEN,1830,184141,121079,1.51,1055,0.87,65.75,14,2.5,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13514,Independents,10809,,,,,,State Assembly Election (AE)
12,2012,12,4,0,Jamnagar,Saurashtra-Kutch,JAMNAGAR SOUTH,79,GEN,SONAGRA DINESH DHANJIBHAI,M,49,IND,6,GEN,775,184141,121079,0.64,432,0.36,65.75,14,2.5,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,yes,AEGJ13515,Independents,10809,,,,,,State Assembly Election (AE)
